VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-01 00:26:02,2016-03-01 00:50:24,1,17.69,-73.776710510253906,40.645370483398437,2,N,-73.980262756347656,40.744251251220703,1,52,0,0.5,10,5.54,0.3,68.34
2,2016-03-01 00:26:03,2016-03-01 01:02:47,1,17.72,-74.004730224609375,40.74169921875,1,N,-73.768806457519531,40.745346069335938,1,51.5,0.5,0.5,10.56,0,0.3,63.36
2,2016-03-01 00:26:03,2016-03-01 00:28:05,5,.40,-74.01068115234375,40.717548370361328,1,N,-74.015327453613281,40.715656280517578,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2016-03-01 00:26:04,2016-03-01 00:31:27,1,.93,-73.98681640625,40.756679534912109,1,N,-73.974082946777344,40.755771636962891,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:26:05,2016-03-01 00:34:51,1,1.90,-73.995758056640625,40.729316711425781,1,N,-73.9892578125,40.748073577880859,1,9,0.5,0.5,1,0,0.3,11.3
1,2016-03-01 00:26:05,2016-03-01 00:32:20,1,1.80,-73.969139099121094,40.754341125488281,1,N,-73.980354309082031,40.732170104980469,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-03-01 00:26:05,2016-03-01 00:26:44,2,.00,-73.984298706054688,40.759986877441406,5,N,-73.985130310058594,40.759105682373047,1,10,0,0,2,0,0.3,12.3
2,2016-03-01 00:26:05,2016-03-01 00:36:02,2,2.36,-73.997306823730469,40.736778259277344,1,N,-73.987899780273437,40.762248992919922,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-03-01 00:26:06,2016-03-01 00:29:53,1,1.30,-73.9515380859375,40.793785095214844,1,N,-73.9560546875,40.779777526855469,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:26:07,2016-03-01 00:44:01,1,4.92,-73.993988037109375,40.727073669433594,1,N,-73.950363159179688,40.785751342773437,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2016-03-01 00:26:07,2016-03-01 00:35:14,1,2.17,-73.942367553710938,40.822311401367188,1,N,-73.938758850097656,40.799530029296875,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2016-03-01 00:26:07,2016-03-01 00:41:49,5,6.60,-73.957603454589844,40.717868804931641,1,N,-73.993568420410156,40.665058135986328,1,20.5,0.5,0.5,23.5,0,0.3,45.3
1,2016-03-01 00:26:08,2016-03-01 00:35:59,1,2.60,-73.993423461914062,40.724628448486328,1,N,-73.971214294433594,40.748317718505859,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,2016-03-01 00:26:08,2016-03-01 00:46:31,1,4.79,-73.987876892089844,40.765079498291016,1,N,-73.990196228027344,40.716480255126953,1,17.5,0.5,0.5,3.76,0,0.3,22.56
1,2016-03-01 00:26:10,2016-03-01 00:48:58,1,10.70,-73.92724609375,40.865512847900391,1,N,-73.942962646484375,40.747306823730469,1,32,0.5,0.5,4,0,0.3,37.3
1,2016-03-01 00:26:11,2016-03-01 00:46:16,2,4.70,-73.985649108886719,40.762790679931641,1,N,-73.937980651855469,40.797100067138672,1,17.5,0.5,0.5,2,0,0.3,20.8
1,2016-03-01 00:26:11,2016-03-01 00:36:42,1,1.50,-73.989570617675781,40.725868225097656,1,N,-74.002716064453125,40.740009307861328,1,9,0.5,0.5,2.05,0,0.3,12.35
2,2016-03-01 00:26:11,2016-03-01 00:44:28,2,5.37,-73.993247985839844,40.736839294433594,1,N,-73.964210510253906,40.675708770751953,1,18,0.5,0.5,4.82,0,0.3,24.12
1,2016-03-01 00:26:12,2016-03-01 00:49:36,1,7.10,-74.002151489257813,40.739513397216797,1,N,-73.918617248535156,40.712375640869141,1,23.5,0.5,0.5,2.5,0,0.3,27.3
2,2016-03-01 00:26:12,2016-03-01 00:31:36,1,.94,-73.973983764648438,40.764244079589844,1,N,-73.968864440917969,40.755859375,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2016-03-01 00:26:13,2016-03-01 00:38:29,1,4.10,-73.967803955078125,40.762840270996094,1,N,-73.909126281738281,40.770339965820313,1,14,0.5,0.5,3.05,0,0.3,18.35
2,2016-03-01 00:26:13,2016-03-01 00:39:01,1,2.35,-73.961982727050781,40.810871124267578,1,N,-73.982101440429688,40.778079986572266,2,11,0.5,0.5,0,0,0.3,12.3
2,2016-03-01 00:26:13,2016-03-01 00:41:49,1,4.90,-74.009979248046875,40.7049560546875,1,N,-73.978439331054687,40.741310119628906,1,17.5,0.5,0.5,3.76,0,0.3,22.56
1,2016-03-01 00:26:14,2016-03-01 00:29:27,1,.70,-73.9866943359375,40.760154724121094,1,N,-73.996551513671875,40.760059356689453,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:26:14,2016-03-01 00:30:51,1,.70,-73.980392456054688,40.759971618652344,1,N,-73.968887329101563,40.755039215087891,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-03-01 00:26:15,2016-03-01 00:40:26,1,4.50,-73.999229431152344,40.734226226806641,1,N,-73.950080871582031,40.775897979736328,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2016-03-01 00:26:15,2016-03-01 00:26:28,1,.00,-74.008560180664063,40.740665435791016,2,N,-74.008567810058594,40.740665435791016,1,52,0,0.5,10.55,0,0.3,63.35
2,2016-03-01 00:26:15,2016-03-01 00:39:58,1,2.71,-73.992561340332031,40.751743316650391,1,N,-73.989730834960938,40.723255157470703,2,12,0.5,0.5,0,0,0.3,13.3
2,2016-03-01 00:26:15,2016-03-01 00:29:07,4,.67,-73.986648559570313,40.74127197265625,1,N,-73.993026733398437,40.737079620361328,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,2016-03-01 00:26:16,2016-03-01 00:31:07,1,.90,-73.917549133300781,40.764846801757813,1,N,-73.930030822753906,40.760337829589844,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-03-01 00:26:16,2016-03-01 00:31:29,1,.95,-73.985183715820313,40.760337829589844,1,N,-73.987846374511719,40.749908447265625,1,5.5,0.5,0.5,1.7,0,0.3,8.5
1,2016-03-01 00:26:17,2016-03-01 00:34:56,1,2.50,-73.977699279785156,40.763076782226563,1,N,-74.004959106445312,40.743293762207031,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2016-03-01 00:26:17,2016-03-01 00:39:28,1,6.06,-74.012496948242188,40.706989288330078,1,N,-73.95123291015625,40.716758728027344,1,18,0.5,0.5,4.82,0,0.3,24.12
1,2016-03-01 00:26:18,2016-03-01 00:29:40,1,.60,-73.939018249511719,40.795291900634766,1,N,-73.942024230957031,40.79974365234375,1,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:26:19,2016-03-01 00:38:47,1,2.25,-73.987289428710938,40.720176696777344,1,N,-74.001762390136719,40.740795135498047,1,10.5,0.5,0.5,2.95,0,0.3,14.75
2,2016-03-01 00:26:19,2016-03-01 00:34:51,1,2.86,-73.991111755371094,40.719593048095703,1,N,-73.994239807128906,40.694969177246094,1,10,0.5,0.5,2,0,0.3,13.3
2,2016-03-01 00:26:19,2016-03-01 00:34:04,1,1.18,-74.004913330078125,40.721328735351562,1,N,-73.989143371582031,40.723125457763672,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-03-01 00:26:20,2016-03-01 00:39:55,4,8.66,-73.87042236328125,40.773578643798828,1,N,-73.987167358398438,40.748668670654297,1,24.5,0.5,0.5,4,5.54,0.3,35.34
2,2016-03-01 00:26:20,2016-03-01 00:30:18,1,1.00,-73.978111267089844,40.729499816894531,1,N,-73.985786437988281,40.738319396972656,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-03-01 00:26:20,2016-03-01 00:34:51,2,1.89,-73.994926452636719,40.718284606933594,1,N,-74.012657165527344,40.704437255859375,1,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-03-01 00:26:21,2016-03-01 00:30:05,1,.50,-73.979576110839844,40.761249542236328,1,N,-73.983116149902344,40.766849517822266,1,4.5,0.5,0.5,1.45,0,0.3,7.25
1,2016-03-01 00:26:21,2016-03-01 00:53:58,1,15.70,-73.789207458496094,40.646778106689453,1,N,-73.960113525390625,40.651069641113281,2,43.5,0.5,0.5,0,0,0.3,44.8
2,2016-03-01 00:26:21,2016-03-01 00:50:43,4,12.32,-73.954338073730469,40.765590667724609,1,N,-73.838363647460938,40.701278686523438,1,35,0.5,0.5,3,0,0.3,39.3
2,2016-03-01 00:26:21,2016-03-01 00:37:21,3,4.06,-73.992141723632813,40.725341796875,1,N,-73.950241088867188,40.727970123291016,1,14,0.5,0.5,2.5,0,0.3,17.8
2,2016-03-01 00:26:23,2016-03-01 00:31:47,1,1.27,-73.998489379882813,40.721244812011719,1,N,-74.01116943359375,40.714847564697266,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:26:23,2016-03-01 00:55:25,1,20.06,-73.776756286621094,40.645339965820313,2,N,-73.967788696289063,40.787639617919922,1,52,0,0.5,6,5.54,0.3,64.34
1,2016-03-01 00:26:25,2016-03-01 00:38:59,2,3.40,-73.9599609375,40.719913482666016,1,N,-73.999626159667969,40.719627380371094,2,13,0.5,0.5,0,0,0.3,14.3
2,2016-03-01 00:26:26,2016-03-01 00:31:07,1,.99,-73.988250732421875,40.718715667724609,1,N,-74.002975463867188,40.717926025390625,1,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-03-01 00:26:27,2016-03-01 00:30:10,1,.72,-73.983757019042969,40.743797302246094,1,N,-73.976547241210937,40.748950958251953,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-03-01 00:26:28,2016-03-01 00:35:02,2,3.04,-74.008079528808594,40.723529815673828,1,N,-73.993568420410156,40.762321472167969,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2016-03-01 00:26:29,2016-03-01 00:56:36,1,19.80,-73.780982971191406,40.646598815917969,2,N,-73.949264526367188,40.830989837646484,2,52,0,0.5,0,5.54,0.3,58.34
1,2016-03-01 00:26:29,2016-03-01 00:46:35,1,17.10,-73.781646728515625,40.644718170166016,2,N,-73.974754333496094,40.750827789306641,2,52,0,0.5,0,5.54,0.3,58.34
2,2016-03-01 00:26:30,2016-03-01 00:34:49,1,1.71,-74.006782531738281,40.735668182373047,1,N,-73.993331909179687,40.756320953369141,2,8,0.5,0.5,0,0,0.3,9.3
1,2016-03-01 00:26:31,2016-03-01 00:34:28,1,1.70,-73.981880187988281,40.746303558349609,1,N,-73.984886169433594,40.762958526611328,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-03-01 00:26:31,2016-03-01 00:32:45,6,.91,-73.991203308105469,40.755012512207031,1,N,-73.978950500488281,40.754478454589844,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:26:31,2016-03-01 00:55:41,1,12.49,-73.986557006835938,40.740081787109375,1,N,-73.866798400878906,40.851417541503906,1,37.5,0.5,0.5,2.2,0,0.3,41
1,2016-03-01 00:26:32,2016-03-01 00:31:32,1,1.10,-73.981819152832031,40.760433197021484,1,N,-73.993499755859375,40.758903503417969,1,5.5,0.5,0.5,1,0,0.3,7.8
1,2016-03-01 00:26:32,2016-03-01 00:46:04,1,5.70,-73.981498718261719,40.767829895019531,1,N,-73.886299133300781,40.759201049804688,1,19.5,0.5,0.5,10,0,0.3,30.8
2,2016-03-01 00:26:32,2016-03-01 00:39:56,1,2.69,-74.004318237304688,40.747772216796875,1,N,-73.987777709960937,40.72259521484375,1,11.5,0.5,0.5,5,0,0.3,17.8
1,2016-03-01 00:26:33,2016-03-01 00:49:23,1,5.20,-73.987648010253906,40.74810791015625,1,N,-73.953330993652344,40.719703674316406,1,20,0.5,0.5,2.7,0,0.3,24
2,2016-03-01 00:26:33,2016-03-01 00:31:03,4,1.47,-73.973617553710938,40.760181427001953,1,N,-73.977714538574219,40.773612976074219,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-03-01 00:26:34,2016-03-01 00:39:36,1,5.10,-73.976356506347656,40.739749908447266,1,N,-73.955894470214844,40.715545654296875,1,16.5,0.5,0.5,3,0,0.3,20.8
2,2016-03-01 00:26:34,2016-03-01 00:35:48,6,1.62,-73.986930847167969,40.755531311035156,1,N,-73.966476440429688,40.755668640136719,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2016-03-01 00:26:34,2016-03-01 00:45:43,6,5.21,-73.969017028808594,40.754310607910156,1,N,-73.890266418457031,40.740791320800781,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2016-03-01 00:26:35,2016-03-01 00:29:10,4,.60,-73.987968444824219,40.754539489746094,1,N,-73.993843078613281,40.746894836425781,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-03-01 00:26:35,2016-03-01 00:32:03,1,.90,-73.983917236328125,40.725399017333984,1,N,-73.977516174316406,40.735195159912109,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-03-01 00:26:36,2016-03-01 00:33:17,2,1.20,-73.973617553710938,40.764373779296875,1,N,-73.986083984375,40.757499694824219,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2016-03-01 00:26:37,2016-03-01 00:44:09,2,5.30,-73.98907470703125,40.730678558349609,1,N,-73.998016357421875,40.677867889404297,1,18.5,0.5,0.5,3.95,0,0.3,23.75
2,2016-03-01 00:26:39,2016-03-01 00:28:08,2,.48,-73.958808898925781,40.800960540771484,1,N,-73.961273193359375,40.805301666259766,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-03-01 00:26:40,2016-03-01 00:39:08,1,3.10,-73.938232421875,40.817699432373047,1,N,-73.969749450683594,40.786396026611328,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2016-03-01 00:26:41,2016-03-01 00:32:13,1,.90,-73.985084533691406,40.758941650390625,1,N,-73.976425170898437,40.751861572265625,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:26:41,2016-03-01 00:37:22,1,1.80,-73.964935302734375,40.759971618652344,1,N,-73.990562438964844,40.761093139648437,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2016-03-01 00:26:41,2016-03-01 00:30:51,1,1.10,-74.010215759277344,40.714485168457031,1,N,-74.008903503417969,40.727489471435547,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:26:42,2016-03-01 00:33:38,1,1.80,-73.963821411132813,40.808067321777344,1,N,-73.947494506835938,40.830329895019531,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2016-03-01 00:26:42,2016-03-01 00:30:09,1,.81,-73.951896667480469,40.790348052978516,1,N,-73.955848693847656,40.782943725585937,1,5,0.5,0.5,1.2,0,0.3,7.5
2,2016-03-01 00:26:42,2016-03-01 00:29:45,6,.42,-73.975418090820313,40.760040283203125,1,N,-73.980331420898438,40.760890960693359,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-03-01 00:26:43,2016-03-01 00:31:24,1,1.80,-73.970893859863281,40.751754760742187,1,N,-73.987892150878906,40.728103637695312,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-03-01 00:26:43,2016-03-01 00:36:11,1,2.24,-73.985092163085938,40.738529205322266,1,N,-73.981193542480469,40.762680053710937,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2016-03-01 00:26:44,2016-03-01 00:42:53,1,7.70,-73.986503601074219,40.761821746826172,1,N,-73.939491271972656,40.841655731201172,1,23,0.5,0.5,7.25,0,0.3,31.55
2,2016-03-01 00:26:44,2016-03-01 00:36:12,1,1.92,-73.990638732910156,40.740360260009766,1,N,-73.993682861328125,40.758808135986328,2,9,0.5,0.5,0,0,0.3,10.3
1,2016-03-01 00:26:45,2016-03-01 00:32:59,1,1.40,-73.998344421386719,40.745212554931641,1,N,-73.993736267089844,40.731166839599609,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-03-01 00:26:46,2016-03-01 00:32:34,1,1.05,-73.980003356933594,40.760421752929688,1,N,-73.9913330078125,40.749954223632812,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:26:47,2016-03-01 00:57:47,4,11.71,-73.776756286621094,40.645343780517578,1,N,-73.942520141601563,40.638351440429688,2,36,0.5,0.5,0,0,0.3,37.3
1,2016-03-01 00:26:48,2016-03-01 00:43:35,1,4.80,-73.999786376953125,40.718009948730469,1,N,-73.979080200195313,40.776679992675781,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2016-03-01 00:26:49,2016-03-01 00:38:19,1,3.50,0,0,1,N,0,0,1,12.5,0.5,0.5,1,0,0.3,14.8
2,2016-03-01 00:26:49,2016-03-01 00:39:10,1,3.81,-73.993423461914062,40.720226287841797,1,N,-73.943977355957031,40.723823547363281,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2016-03-01 00:26:51,2016-03-01 00:40:16,3,2.96,-74.009407043457031,40.725978851318359,1,N,-73.9853515625,40.751968383789063,1,12,0.5,0.5,3.32,0,0.3,16.62
1,2016-03-01 00:26:52,2016-03-01 00:35:36,1,1.30,-74.006462097167969,40.740608215332031,1,N,-74.000747680664062,40.729732513427734,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-03-01 00:26:52,2016-03-01 00:33:31,1,1.80,-73.998695373535156,40.71990966796875,1,N,-73.984848022460938,40.697605133056641,1,8,0.5,0.5,0,0,0.3,9.3
1,2016-03-01 00:26:52,2016-03-01 00:48:30,1,3.70,0,0,1,N,0,0,1,16.5,0.5,0.5,1.55,0,0.3,19.35
2,2016-03-01 00:26:52,2016-03-01 00:29:47,2,1.36,-74.003349304199219,40.727138519287109,1,N,-73.991706848144531,40.744113922119141,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-03-01 00:26:53,2016-03-01 00:33:23,1,2.79,-73.964942932128906,40.759880065917969,1,N,-73.990180969238281,40.725040435791016,1,9.5,0.5,0.5,1.2,0,0.3,12
2,2016-03-01 00:26:53,2016-03-01 00:32:22,2,1.11,-73.987937927246094,40.764915466308594,1,N,-73.985069274902344,40.776271820068359,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2016-03-01 00:26:54,2016-03-01 00:32:53,1,2.10,-73.959877014160156,40.7103271484375,1,N,-73.992050170898438,40.738674163818359,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2016-03-01 00:26:55,2016-03-01 00:33:14,1,1.00,-73.968582153320313,40.764408111572266,1,N,-73.963981628417969,40.754901885986328,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:26:56,2016-03-01 00:31:15,2,.76,-73.976112365722656,40.751598358154297,1,N,-73.971817016601563,40.757099151611328,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-03-01 00:26:57,2016-03-01 00:46:45,1,9.70,-73.9981689453125,40.735561370849609,1,N,-73.935829162597656,40.846359252929687,1,28,0.5,0.5,2,0,0.3,31.3
2,2016-03-01 00:26:57,2016-03-01 00:33:27,1,1.23,-73.9871826171875,40.755870819091797,1,N,-73.978797912597656,40.744968414306641,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2016-03-01 00:26:57,2016-03-01 00:44:23,5,5.10,-73.992263793945313,40.746101379394531,1,N,-74.014427185058594,40.708248138427734,1,17.5,0.5,0.5,2,0,0.3,20.8
1,2016-03-01 00:26:58,2016-03-01 00:46:32,2,9.20,-73.776741027832031,40.645336151123047,4,N,-73.696578979492188,40.631687164306641,2,36,0.5,0.5,0,0,0.3,37.3
1,2016-03-01 00:26:58,2016-03-01 00:33:29,1,1.80,-73.992439270019531,40.740306854248047,1,N,-73.989334106445313,40.757659912109375,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-03-01 00:26:58,2016-03-01 00:48:46,1,7.10,-73.989959716796875,40.741058349609375,1,N,-73.883644104003906,40.755645751953125,1,22.5,0.5,0.5,7.1,0,0.3,30.9
2,2016-03-01 00:26:58,2016-03-01 00:45:55,1,7.40,-73.967208862304688,40.760250091552734,1,N,-73.858139038085938,40.733570098876953,1,23,0.5,0.5,2,0,0.3,26.3
1,2016-03-01 00:27:00,2016-03-01 00:49:04,1,10.40,-73.988838195800781,40.71722412109375,1,N,-74.031364440917969,40.634605407714844,1,31,0.5,0.5,7.55,5.54,0.3,45.39
1,2016-03-01 00:27:00,2016-03-01 00:32:11,1,.80,-73.987564086914063,40.718475341796875,1,N,-74.000396728515625,40.718608856201172,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2016-03-01 00:27:00,2016-03-01 00:32:16,6,2.11,-73.993568420410156,40.720096588134766,1,N,-73.963996887207031,40.710369110107422,1,8,0.5,0.5,2.79,0,0.3,12.09
2,2016-03-01 00:27:00,2016-03-01 00:34:56,1,1.72,-73.985305786132812,40.723495483398438,1,N,-74.006210327148438,40.714942932128906,1,8,0.5,0.5,1,0,0.3,10.3
1,2016-03-01 00:27:01,2016-03-01 00:47:02,1,3.40,-73.987144470214844,40.730049133300781,1,N,-73.985137939453125,40.763637542724609,2,15,0.5,0.5,0,0,0.3,16.3
2,2016-03-01 00:27:01,2016-03-01 00:36:02,5,2.01,-73.962791442871094,40.761024475097656,1,N,-73.98388671875,40.753490447998047,1,9,0.5,0.5,2.58,0,0.3,12.88
2,2016-03-01 00:27:01,2016-03-01 00:31:04,1,1.86,-73.968711853027344,40.754837036132813,1,N,-73.985816955566406,40.731201171875,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-03-01 00:27:01,2016-03-01 00:35:13,1,1.25,-73.9859619140625,40.748390197753906,1,N,-73.984687805175781,40.759189605712891,1,7,0.5,0.5,1.7,0,0.3,10
1,2016-03-01 00:27:02,2016-03-01 00:40:13,1,2.60,-74.001472473144531,40.735977172851563,1,N,-73.982131958007813,40.75726318359375,1,11.5,0.5,0.5,2,0,0.3,14.8
1,2016-03-01 00:27:03,2016-03-01 00:29:56,1,.60,-73.955001831054687,40.689079284667969,1,N,-73.94476318359375,40.69073486328125,3,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-03-01 00:27:03,2016-03-01 00:31:33,1,.90,-73.988868713378906,40.738849639892578,1,N,-73.985359191894531,40.747455596923828,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-03-01 00:27:03,2016-03-01 00:51:49,1,5.40,-73.978652954101563,40.750728607177734,1,N,-73.920036315917969,40.774158477783203,1,19.5,0.5,0.5,4.16,0,0.3,24.96
2,2016-03-01 00:27:03,2016-03-01 00:33:19,1,1.56,-73.990570068359375,40.761146545410156,1,N,-74.001914978027344,40.750919342041016,1,7,0.5,0.5,1,0,0.3,9.3
2,2016-03-01 00:27:05,2016-03-01 00:29:49,1,.53,-73.9638671875,40.808200836181641,1,N,-73.9658203125,40.802219390869141,1,4,0.5,0.5,0.44,0,0.3,5.74
2,2016-03-01 00:27:05,2016-03-01 00:38:02,5,2.83,-74.003883361816406,40.742160797119141,1,N,-73.971694946289063,40.762886047363281,2,11,0.5,0.5,0,0,0.3,12.3
2,2016-03-01 00:27:06,2016-03-01 00:28:29,1,.00,-73.980438232421875,40.754280090332031,5,N,-73.980476379394531,40.754329681396484,1,45,0,0.5,0,0,0.3,45.8
1,2016-03-01 00:27:07,2016-03-01 00:33:53,1,1.80,-74.001274108886719,40.730846405029297,1,N,-74.008125305175781,40.711708068847656,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-03-01 00:27:07,2016-03-01 00:29:47,1,.70,-73.986976623535156,40.756252288818359,1,N,-73.994049072265625,40.746253967285156,1,4.5,0.5,0.5,1.7,0,0.3,7.5
2,2016-03-01 00:27:08,2016-03-01 00:30:39,2,.90,-73.993507385253906,40.729328155517578,1,N,-74.002548217773438,40.718650817871094,1,5,0.5,0.5,0,0,0.3,6.3
1,2016-03-01 00:27:09,2016-03-01 00:41:46,1,3.60,-73.989654541015625,40.725757598876953,1,Y,-73.991836547851563,40.764678955078125,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2016-03-01 00:27:09,2016-03-01 00:35:42,1,1.63,-73.972541809082031,40.677448272705078,1,N,-73.96044921875,40.691158294677734,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2016-03-01 00:27:10,2016-03-01 00:33:05,1,1.90,-73.967796325683594,40.762939453125,1,N,-73.948600769042969,40.778221130371094,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-03-01 00:27:10,2016-03-01 00:31:01,4,.65,-73.998313903808594,40.750778198242188,1,N,-73.989311218261719,40.747596740722656,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-03-01 00:27:11,2016-03-01 00:40:14,1,2.96,-73.986213684082031,40.767360687255859,1,N,-74.002655029296875,40.734001159667969,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2016-03-01 00:27:11,2016-03-01 00:36:37,2,1.39,-73.9766845703125,40.760505676269531,1,N,-73.959556579589844,40.760196685791016,1,8,0.5,0.5,1,0,0.3,10.3
1,2016-03-01 00:27:12,2016-03-01 00:41:44,3,4.40,-73.984695434570313,40.748310089111328,1,N,-73.994804382324219,40.702835083007812,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2016-03-01 00:27:12,2016-03-01 00:52:23,1,17.54,-73.789390563964844,40.647190093994141,1,N,-73.940483093261719,40.724555969238281,1,47.5,0.5,0.5,9.76,0,0.3,58.56
2,2016-03-01 00:27:13,2016-03-01 00:29:59,3,.53,-73.970695495605469,40.758518218994141,1,N,-73.964324951171875,40.754787445068359,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2016-03-01 00:27:13,2016-03-01 00:38:02,2,1.85,-74.004867553710937,40.730201721191406,1,N,-73.979949951171875,40.717708587646484,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-03-01 00:27:14,2016-03-01 00:36:55,1,2.98,-73.986648559570313,40.768299102783203,1,N,-74.003501892089844,40.732540130615234,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2016-03-01 00:27:15,2016-03-02 00:02:10,2,6.82,-73.976142883300781,40.764148712158203,1,N,-73.879669189453125,40.743270874023438,1,23.5,0.5,0.5,4.96,0,0.3,29.76
1,2016-03-01 00:27:16,2016-03-01 00:57:21,1,22.40,-73.782737731933594,40.644412994384766,1,N,-73.895050048828125,40.858959197998047,2,59,0.5,0.5,0,5.54,0.3,65.84
1,2016-03-01 00:27:17,2016-03-01 00:33:11,1,.80,-74.003326416015625,40.733173370361328,1,N,-74.001678466796875,40.736454010009766,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-03-01 00:27:17,2016-03-01 00:43:52,1,4.90,-73.990982055664063,40.756076812744141,1,N,-73.920051574707031,40.760379791259766,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2016-03-01 00:27:17,2016-03-01 00:29:18,1,.30,-74.006080627441406,40.740329742431641,1,N,-74.007102966308594,40.743320465087891,1,3.5,0.5,0.5,1,0,0.3,5.8
1,2016-03-01 00:27:17,2016-03-01 00:31:32,1,1.00,0,0,1,N,0,0,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2016-03-01 00:27:17,2016-03-01 00:32:43,3,1.19,-73.9747314453125,40.753971099853516,1,N,-73.991462707519531,40.750011444091797,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-03-01 00:27:18,2016-03-01 00:38:34,2,1.71,-73.97760009765625,40.752288818359375,1,N,-73.97705078125,40.76593017578125,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,2016-03-01 00:27:18,2016-03-01 00:47:11,1,5.70,-73.968559265136719,40.762939453125,1,N,-73.87738037109375,40.748359680175781,2,19.5,0.5,0.5,0,0,0.3,20.8
